sls_ord_num,product_key,customer_key,sls_sales,sls_quantity,sls_price,sls_order_dt,sls_ship_dt,sls_due_dt
SO61892,281,18418,159,1,159,10-07-2013,17-07-2013,22-07-2013
SO61893,291,5580,5,1,5,10-07-2013,17-07-2013,22-07-2013
SO61893,105,5580,9,1,9,10-07-2013,17-07-2013,22-07-2013
SO61893,295,5580,5,1,5,10-07-2013,17-07-2013,22-07-2013
SO61893,166,5580,9,1,9,10-07-2013,17-07-2013,22-07-2013
SO61894,284,1112,35,1,35,10-07-2013,17-07-2013,22-07-2013
SO61894,289,1112,5,1,5,10-07-2013,17-07-2013,22-07-2013
SO61894,246,1112,35,1,35,10-07-2013,17-07-2013,22-07-2013
SO61895,284,870,35,1,35,10-07-2013,17-07-2013,22-07-2013
SO61895,259,870,2,1,2,10-07-2013,17-07-2013,22-07-2013
SO61896,284,853,35,1,35,10-07-2013,17-07-2013,22-07-2013
SO61896,289,853,5,1,5,10-07-2013,17-07-2013,22-07-2013
SO61896,245,853,35,1,35,10-07-2013,17-07-2013,22-07-2013
SO61897,284,3342,35,1,35,10-07-2013,17-07-2013,22-07-2013
SO61897,289,3342,5,1,5,10-07-2013,17-07-2013,22-07-2013
SO61897,174,3342,22,1,22,10-07-2013,17-07-2013,22-07-2013
SO61897,251,3342,50,1,50,10-07-2013,17-07-2013,22-07-2013
SO61898,174,4865,22,1,22,10-07-2013,17-07-2013,22-07-2013
SO61899,104,1720,10,1,10,10-07-2013,17-07-2013,22-07-2013
SO61899,295,1720,5,1,5,10-07-2013,17-07-2013,22-07-2013
SO61900,245,603,35,1,35,10-07-2013,17-07-2013,22-07-2013
SO61901,117,3637,769,1,769,10-07-2013,17-07-2013,22-07-2013
SO61901,273,3637,70,1,70,10-07-2013,17-07-2013,22-07-2013
SO61902,125,4877,2320,1,2320,10-07-2013,17-07-2013,22-07-2013
SO61902,174,4877,22,1,22,10-07-2013,17-07-2013,22-07-2013
SO61902,280,4877,9,1,9,10-07-2013,17-07-2013,22-07-2013
SO61903,125,3471,2320,1,2320,10-07-2013,17-07-2013,22-07-2013
SO61903,289,3471,5,1,5,10-07-2013,17-07-2013,22-07-2013
SO61903,284,3471,35,1,35,10-07-2013,17-07-2013,22-07-2013
SO61903,174,3471,22,1,22,10-07-2013,17-07-2013,22-07-2013
SO61904,124,3448,2320,1,2320,10-07-2013,17-07-2013,22-07-2013
SO61904,104,3448,10,1,10,10-07-2013,17-07-2013,22-07-2013
SO61904,295,3448,5,1,5,10-07-2013,17-07-2013,22-07-2013
SO61904,248,3448,50,1,50,10-07-2013,17-07-2013,22-07-2013
SO61905,159,2592,2384,1,2384,10-07-2013,17-07-2013,22-07-2013
SO61905,295,2592,5,1,5,10-07-2013,17-07-2013,22-07-2013
SO61905,105,2592,9,1,9,10-07-2013,17-07-2013,22-07-2013
SO61905,246,2592,35,1,35,10-07-2013,17-07-2013,22-07-2013
SO61905,166,2592,9,1,9,10-07-2013,17-07-2013,22-07-2013
SO61906,137,12426,1701,1,1701,10-07-2013,17-07-2013,22-07-2013
SO61906,295,12426,5,1,5,10-07-2013,17-07-2013,22-07-2013
SO61906,105,12426,9,1,9,10-07-2013,17-07-2013,22-07-2013
SO61906,247,12426,55,1,55,10-07-2013,17-07-2013,22-07-2013
SO61907,142,9451,2443,1,2443,10-07-2013,17-07-2013,22-07-2013
SO61908,143,6354,2443,1,2443,10-07-2013,17-07-2013,22-07-2013
SO61908,105,6354,9,1,9,10-07-2013,17-07-2013,22-07-2013
SO61908,295,6354,5,1,5,10-07-2013,17-07-2013,22-07-2013
SO61909,109,1249,540,1,540,10-07-2013,17-07-2013,22-07-2013
SO61910,115,1251,565,1,565,10-07-2013,17-07-2013,22-07-2013
SO61911,121,2619,2295,1,2295,10-07-2013,17-07-2013,22-07-2013
SO61912,125,2630,2320,1,2320,10-07-2013,17-07-2013,22-07-2013
SO61912,174,2630,22,1,22,10-07-2013,17-07-2013,22-07-2013
SO61912,246,2630,35,1,35,10-07-2013,17-07-2013,22-07-2013
SO61912,250,2630,50,1,50,10-07-2013,17-07-2013,22-07-2013
SO61913,125,992,2320,1,2320,10-07-2013,17-07-2013,22-07-2013
SO61914,163,15057,2384,1,2384,10-07-2013,17-07-2013,22-07-2013
SO61914,277,15057,54,1,54,10-07-2013,17-07-2013,22-07-2013
SO61915,163,13655,2384,1,2384,10-07-2013,17-07-2013,22-07-2013
SO61915,288,13655,29,1,29,10-07-2013,17-07-2013,22-07-2013
SO61915,291,13655,5,1,5,10-07-2013,17-07-2013,22-07-2013
SO61915,246,13655,35,1,35,10-07-2013,17-07-2013,22-07-2013
SO61916,130,9526,1120,1,1120,10-07-2013,17-07-2013,22-07-2013
SO61916,246,9526,35,1,35,10-07-2013,17-07-2013,22-07-2013
SO61917,133,10334,1120,1,1120,10-07-2013,17-07-2013,22-07-2013
SO61917,278,10334,54,1,54,10-07-2013,17-07-2013,22-07-2013
SO61918,137,6117,1701,1,1701,10-07-2013,17-07-2013,22-07-2013
SO61918,295,6117,5,1,5,10-07-2013,17-07-2013,22-07-2013
SO61918,105,6117,9,1,9,10-07-2013,17-07-2013,22-07-2013
SO61918,249,6117,50,1,50,10-07-2013,17-07-2013,22-07-2013
SO61919,144,18087,742,1,742,10-07-2013,17-07-2013,22-07-2013
SO61919,166,18087,9,1,9,10-07-2013,17-07-2013,22-07-2013
SO61919,275,18087,54,1,54,10-07-2013,17-07-2013,22-07-2013
SO61920,161,767,2384,1,2384,10-07-2013,17-07-2013,22-07-2013
SO61920,105,767,9,1,9,10-07-2013,17-07-2013,22-07-2013
SO61920,295,767,5,1,5,10-07-2013,17-07-2013,22-07-2013
SO61920,275,767,54,1,54,10-07-2013,17-07-2013,22-07-2013
SO61920,166,767,9,1,9,10-07-2013,17-07-2013,22-07-2013
SO61921,127,12321,540,1,540,10-07-2013,17-07-2013,22-07-2013
SO61921,280,12321,9,1,9,10-07-2013,17-07-2013,22-07-2013
SO61922,174,8099,22,1,22,11-07-2013,18-07-2013,23-07-2013
SO61922,244,8099,35,1,35,11-07-2013,18-07-2013,23-07-2013
SO61922,166,8099,9,1,9,11-07-2013,18-07-2013,23-07-2013
SO61922,275,8099,54,1,54,11-07-2013,18-07-2013,23-07-2013
SO61923,174,7271,22,1,22,11-07-2013,18-07-2013,23-07-2013
SO61923,292,7271,64,1,64,11-07-2013,18-07-2013,23-07-2013
SO61924,289,14234,5,1,5,11-07-2013,18-07-2013,23-07-2013
SO61924,259,14234,2,1,2,11-07-2013,18-07-2013,23-07-2013
SO61925,117,8325,769,1,769,11-07-2013,18-07-2013,23-07-2013
SO61925,250,8325,50,1,50,11-07-2013,18-07-2013,23-07-2013
SO61926,276,254,54,1,54,11-07-2013,18-07-2013,23-07-2013
SO61927,259,254,2,1,2,11-07-2013,18-07-2013,23-07-2013
SO61928,276,503,54,1,54,11-07-2013,18-07-2013,23-07-2013
SO61929,290,182,4,1,4,11-07-2013,18-07-2013,23-07-2013
SO61930,291,17010,5,1,5,11-07-2013,18-07-2013,23-07-2013
SO61930,259,17010,2,1,2,11-07-2013,18-07-2013,23-07-2013
SO61931,291,16620,5,1,5,11-07-2013,18-07-2013,23-07-2013
SO61931,288,16620,29,1,29,11-07-2013,18-07-2013,23-07-2013
SO61932,289,2269,5,1,5,11-07-2013,18-07-2013,23-07-2013
SO61932,283,2269,30,1,30,11-07-2013,18-07-2013,23-07-2013
SO61932,245,2269,35,1,35,11-07-2013,18-07-2013,23-07-2013
SO61933,104,10772,10,1,10,11-07-2013,18-07-2013,23-07-2013
SO61933,295,10772,5,1,5,11-07-2013,18-07-2013,23-07-2013
SO61933,168,10772,8,1,8,11-07-2013,18-07-2013,23-07-2013
SO61934,274,6411,70,1,70,11-07-2013,18-07-2013,23-07-2013
SO61934,251,6411,50,1,50,11-07-2013,18-07-2013,23-07-2013
SO61934,235,6411,24,1,24,11-07-2013,18-07-2013,23-07-2013
SO61935,272,9129,70,1,70,11-07-2013,18-07-2013,23-07-2013
SO61935,166,9129,9,1,9,11-07-2013,18-07-2013,23-07-2013
SO61936,295,6433,5,1,5,11-07-2013,18-07-2013,23-07-2013
SO61937,295,5155,5,1,5,11-07-2013,18-07-2013,23-07-2013
SO61938,174,2877,22,1,22,11-07-2013,18-07-2013,23-07-2013
SO61939,287,4713,33,1,33,11-07-2013,18-07-2013,23-07-2013
SO61940,289,9969,5,1,5,11-07-2013,18-07-2013,23-07-2013
SO61940,283,9969,30,1,30,11-07-2013,18-07-2013,23-07-2013
SO61941,295,13577,5,1,5,11-07-2013,18-07-2013,23-07-2013
SO61941,246,13577,35,1,35,11-07-2013,18-07-2013,23-07-2013
SO61941,248,13577,50,1,50,11-07-2013,18-07-2013,23-07-2013
SO61942,290,12957,4,1,4,11-07-2013,18-07-2013,23-07-2013
SO61942,293,12957,64,1,64,11-07-2013,18-07-2013,23-07-2013
SO61943,295,13189,5,1,5,11-07-2013,18-07-2013,23-07-2013
SO61943,168,13189,8,1,8,11-07-2013,18-07-2013,23-07-2013
SO61944,288,15411,29,1,29,11-07-2013,18-07-2013,23-07-2013
SO61945,284,1167,35,1,35,11-07-2013,18-07-2013,23-07-2013
SO61945,259,1167,2,1,2,11-07-2013,18-07-2013,23-07-2013
SO61946,174,6375,22,1,22,11-07-2013,18-07-2013,23-07-2013
SO61946,295,6375,5,1,5,11-07-2013,18-07-2013,23-07-2013
SO61946,104,6375,10,1,10,11-07-2013,18-07-2013,23-07-2013
SO61946,259,6375,2,1,2,11-07-2013,18-07-2013,23-07-2013
SO61947,174,1972,22,1,22,11-07-2013,18-07-2013,23-07-2013
SO61948,118,3577,769,1,769,11-07-2013,18-07-2013,23-07-2013
SO61948,168,3577,8,1,8,11-07-2013,18-07-2013,23-07-2013
SO61949,124,4907,2320,1,2320,11-07-2013,18-07-2013,23-07-2013
SO61949,174,4907,22,1,22,11-07-2013,18-07-2013,23-07-2013
SO61950,125,3602,2320,1,2320,11-07-2013,18-07-2013,23-07-2013
SO61950,174,3602,22,1,22,11-07-2013,18-07-2013,23-07-2013
SO61950,246,3602,35,1,35,11-07-2013,18-07-2013,23-07-2013
SO61951,123,3472,2320,1,2320,11-07-2013,18-07-2013,23-07-2013
SO61951,284,3472,35,1,35,11-07-2013,18-07-2013,23-07-2013
SO61952,124,3452,2320,1,2320,11-07-2013,18-07-2013,23-07-2013
SO61952,284,3452,35,1,35,11-07-2013,18-07-2013,23-07-2013
SO61952,289,3452,5,1,5,11-07-2013,18-07-2013,23-07-2013
SO61952,259,3452,2,1,2,11-07-2013,18-07-2013,23-07-2013
SO61953,122,4847,2295,1,2295,11-07-2013,18-07-2013,23-07-2013
SO61953,289,4847,5,1,5,11-07-2013,18-07-2013,23-07-2013
SO61953,284,4847,35,1,35,11-07-2013,18-07-2013,23-07-2013
SO61953,259,4847,2,1,2,11-07-2013,18-07-2013,23-07-2013
SO61953,281,4847,159,1,159,11-07-2013,18-07-2013,23-07-2013
SO61954,162,17558,2384,1,2384,11-07-2013,18-07-2013,23-07-2013
SO61954,245,17558,35,1,35,11-07-2013,18-07-2013,23-07-2013
SO61955,158,14759,2384,1,2384,11-07-2013,18-07-2013,23-07-2013
SO61955,246,14759,35,1,35,11-07-2013,18-07-2013,23-07-2013
SO61955,166,14759,9,1,9,11-07-2013,18-07-2013,23-07-2013
SO61956,142,9453,2443,1,2443,11-07-2013,18-07-2013,23-07-2013
SO61956,287,9453,33,1,33,11-07-2013,18-07-2013,23-07-2013
SO61956,290,9453,4,1,4,11-07-2013,18-07-2013,23-07-2013
SO61956,292,9453,64,1,64,11-07-2013,18-07-2013,23-07-2013
SO61956,245,9453,35,1,35,11-07-2013,18-07-2013,23-07-2013
SO61957,141,9615,2443,1,2443,11-07-2013,18-07-2013,23-07-2013
SO61957,105,9615,9,1,9,11-07-2013,18-07-2013,23-07-2013
SO61957,295,9615,5,1,5,11-07-2013,18-07-2013,23-07-2013
SO61958,132,14219,1120,1,1120,11-07-2013,18-07-2013,23-07-2013
SO61958,290,14219,4,1,4,11-07-2013,18-07-2013,23-07-2013
SO61958,286,14219,25,1,25,11-07-2013,18-07-2013,23-07-2013
SO61958,244,14219,35,1,35,11-07-2013,18-07-2013,23-07-2013
SO61959,131,13505,1120,1,1120,11-07-2013,18-07-2013,23-07-2013
SO61960,131,14232,1120,1,1120,11-07-2013,18-07-2013,23-07-2013
SO61960,295,14232,5,1,5,11-07-2013,18-07-2013,23-07-2013
SO61960,105,14232,9,1,9,11-07-2013,18-07-2013,23-07-2013
SO61960,247,14232,55,1,55,11-07-2013,18-07-2013,23-07-2013
SO61961,166,12277,9,1,9,11-07-2013,18-07-2013,23-07-2013
SO61961,158,12277,2384,1,2384,11-07-2013,18-07-2013,23-07-2013
SO61962,159,14991,2384,1,2384,11-07-2013,18-07-2013,23-07-2013
SO61962,277,14991,54,1,54,11-07-2013,18-07-2013,23-07-2013
SO61962,166,14991,9,1,9,11-07-2013,18-07-2013,23-07-2013
SO61963,163,15061,2384,1,2384,11-07-2013,18-07-2013,23-07-2013
SO61963,244,15061,35,1,35,11-07-2013,18-07-2013,23-07-2013
SO61964,126,11750,540,1,540,11-07-2013,18-07-2013,23-07-2013
SO61964,285,11750,21,1,21,11-07-2013,18-07-2013,23-07-2013
SO61964,290,11750,4,1,4,11-07-2013,18-07-2013,23-07-2013
SO61964,246,11750,35,1,35,11-07-2013,18-07-2013,23-07-2013
SO61965,135,9683,1701,1,1701,11-07-2013,18-07-2013,23-07-2013
SO61965,246,9683,35,1,35,11-07-2013,18-07-2013,23-07-2013
SO61966,130,13052,1120,1,1120,11-07-2013,18-07-2013,23-07-2013
SO61966,249,13052,50,1,50,11-07-2013,18-07-2013,23-07-2013
SO61967,133,13102,1120,1,1120,11-07-2013,18-07-2013,23-07-2013
SO61967,250,13102,50,1,50,11-07-2013,18-07-2013,23-07-2013
SO61968,161,897,2384,1,2384,11-07-2013,18-07-2013,23-07-2013
SO61968,105,897,9,1,9,11-07-2013,18-07-2013,23-07-2013
SO61968,168,897,8,1,8,11-07-2013,18-07-2013,23-07-2013
SO61969,158,901,2384,1,2384,11-07-2013,18-07-2013,23-07-2013
SO61969,245,901,35,1,35,11-07-2013,18-07-2013,23-07-2013
SO61969,276,901,54,1,54,11-07-2013,18-07-2013,23-07-2013
SO61969,166,901,9,1,9,11-07-2013,18-07-2013,23-07-2013
SO61970,156,16878,1215,1,1215,11-07-2013,18-07-2013,23-07-2013
SO61970,105,16878,9,1,9,11-07-2013,18-07-2013,23-07-2013
SO61970,295,16878,5,1,5,11-07-2013,18-07-2013,23-07-2013
SO61971,129,16502,540,1,540,11-07-2013,18-07-2013,23-07-2013
SO61971,295,16502,5,1,5,11-07-2013,18-07-2013,23-07-2013
SO61971,105,16502,9,1,9,11-07-2013,18-07-2013,23-07-2013
SO61971,235,16502,24,1,24,11-07-2013,18-07-2013,23-07-2013
SO61972,168,883,8,1,8,12-07-2013,19-07-2013,24-07-2013
SO61973,289,5705,5,1,5,12-07-2013,19-07-2013,24-07-2013
SO61973,283,5705,30,1,30,12-07-2013,19-07-2013,24-07-2013
SO61973,259,5705,2,1,2,12-07-2013,19-07-2013,24-07-2013
SO61974,283,5712,30,1,30,12-07-2013,19-07-2013,24-07-2013
SO61974,289,5712,5,1,5,12-07-2013,19-07-2013,24-07-2013
SO61974,245,5712,35,1,35,12-07-2013,19-07-2013,24-07-2013
SO61975,283,10972,30,1,30,12-07-2013,19-07-2013,24-07-2013
SO61975,259,10972,2,1,2,12-07-2013,19-07-2013,24-07-2013
SO61976,289,1039,5,1,5,12-07-2013,19-07-2013,24-07-2013
SO61976,245,1039,35,1,35,12-07-2013,19-07-2013,24-07-2013
SO61976,235,1039,24,1,24,12-07-2013,19-07-2013,24-07-2013
SO61977,295,117,5,1,5,12-07-2013,19-07-2013,24-07-2013
SO61977,104,117,10,1,10,12-07-2013,19-07-2013,24-07-2013
SO61977,246,117,35,1,35,12-07-2013,19-07-2013,24-07-2013
SO61977,292,117,64,1,64,12-07-2013,19-07-2013,24-07-2013
SO61978,290,16492,4,1,4,12-07-2013,19-07-2013,24-07-2013
SO61978,244,16492,35,1,35,12-07-2013,19-07-2013,24-07-2013
SO61979,141,13871,2443,1,2443,12-07-2013,19-07-2013,24-07-2013
SO61979,295,13871,5,1,5,12-07-2013,19-07-2013,24-07-2013
SO61979,105,13871,9,1,9,12-07-2013,19-07-2013,24-07-2013
SO61980,118,6633,769,1,769,12-07-2013,19-07-2013,24-07-2013
SO61980,104,6633,10,1,10,12-07-2013,19-07-2013,24-07-2013
SO61980,295,6633,5,1,5,12-07-2013,19-07-2013,24-07-2013
SO61980,244,6633,35,1,35,12-07-2013,19-07-2013,24-07-2013
SO61981,117,5055,769,1,769,12-07-2013,19-07-2013,24-07-2013
SO61981,174,5055,22,1,22,12-07-2013,19-07-2013,24-07-2013
SO61981,245,5055,35,1,35,12-07-2013,19-07-2013,24-07-2013
SO61982,291,502,5,1,5,12-07-2013,19-07-2013,24-07-2013
SO61982,247,502,55,1,55,12-07-2013,19-07-2013,24-07-2013
SO61983,285,16649,21,1,21,12-07-2013,19-07-2013,24-07-2013
SO61983,259,16649,2,1,2,12-07-2013,19-07-2013,24-07-2013
SO61984,287,5248,33,1,33,12-07-2013,19-07-2013,24-07-2013
SO61984,259,5248,2,1,2,12-07-2013,19-07-2013,24-07-2013
SO61985,287,13264,33,1,33,12-07-2013,19-07-2013,24-07-2013
SO61985,259,13264,2,1,2,12-07-2013,19-07-2013,24-07-2013
SO61986,289,12334,5,1,5,12-07-2013,19-07-2013,24-07-2013
SO61986,283,12334,30,1,30,12-07-2013,19-07-2013,24-07-2013
SO61986,244,12334,35,1,35,12-07-2013,19-07-2013,24-07-2013
SO61986,251,12334,50,1,50,12-07-2013,19-07-2013,24-07-2013
SO61987,287,13262,33,1,33,12-07-2013,19-07-2013,24-07-2013
SO61987,290,13262,4,1,4,12-07-2013,19-07-2013,24-07-2013
SO61987,244,13262,35,1,35,12-07-2013,19-07-2013,24-07-2013
SO61988,104,10725,10,1,10,12-07-2013,19-07-2013,24-07-2013
SO61988,295,10725,5,1,5,12-07-2013,19-07-2013,24-07-2013
SO61989,104,10693,10,1,10,12-07-2013,19-07-2013,24-07-2013
SO61989,295,10693,5,1,5,12-07-2013,19-07-2013,24-07-2013
SO61990,295,2290,5,1,5,12-07-2013,19-07-2013,24-07-2013
SO61991,289,16634,5,1,5,12-07-2013,19-07-2013,24-07-2013
SO61991,104,16634,10,1,10,12-07-2013,19-07-2013,24-07-2013
SO61991,295,16634,5,1,5,12-07-2013,19-07-2013,24-07-2013
SO61991,259,16634,2,1,2,12-07-2013,19-07-2013,24-07-2013
SO61992,289,10726,5,1,5,12-07-2013,19-07-2013,24-07-2013
SO61993,174,2903,22,1,22,12-07-2013,19-07-2013,24-07-2013
SO61994,174,7082,22,1,22,12-07-2013,19-07-2013,24-07-2013
SO61995,290,8508,4,1,4,12-07-2013,19-07-2013,24-07-2013
SO61995,259,8508,2,1,2,12-07-2013,19-07-2013,24-07-2013
SO61996,290,16939,4,1,4,12-07-2013,19-07-2013,24-07-2013
SO61996,244,16939,35,1,35,12-07-2013,19-07-2013,24-07-2013
SO61997,289,796,5,1,5,12-07-2013,19-07-2013,24-07-2013
SO61997,284,796,35,1,35,12-07-2013,19-07-2013,24-07-2013
SO61998,284,859,35,1,35,12-07-2013,19-07-2013,24-07-2013
SO61999,295,343,5,1,5,12-07-2013,19-07-2013,24-07-2013
SO61999,105,343,9,1,9,12-07-2013,19-07-2013,24-07-2013
SO61999,244,343,35,1,35,12-07-2013,19-07-2013,24-07-2013
SO62000,174,2332,22,1,22,12-07-2013,19-07-2013,24-07-2013
SO62000,245,2332,35,1,35,12-07-2013,19-07-2013,24-07-2013
SO62000,280,2332,9,1,9,12-07-2013,19-07-2013,24-07-2013
SO62001,118,3868,769,1,769,12-07-2013,19-07-2013,24-07-2013
SO62001,274,3868,70,1,70,12-07-2013,19-07-2013,24-07-2013
SO62002,106,4909,540,1,540,12-07-2013,19-07-2013,24-07-2013
SO62002,174,4909,22,1,22,12-07-2013,19-07-2013,24-07-2013
SO62002,295,4909,5,1,5,12-07-2013,19-07-2013,24-07-2013
SO62002,104,4909,10,1,10,12-07-2013,19-07-2013,24-07-2013
SO62002,277,4909,54,1,54,12-07-2013,19-07-2013,24-07-2013
SO62003,122,3486,2295,1,2295,12-07-2013,19-07-2013,24-07-2013
SO62003,104,3486,10,1,10,12-07-2013,19-07-2013,24-07-2013
SO62003,295,3486,5,1,5,12-07-2013,19-07-2013,24-07-2013
SO62003,259,3486,2,1,2,12-07-2013,19-07-2013,24-07-2013
SO62004,123,4906,2320,1,2320,12-07-2013,19-07-2013,24-07-2013
SO62004,174,4906,22,1,22,12-07-2013,19-07-2013,24-07-2013
SO62004,281,4906,159,1,159,12-07-2013,19-07-2013,24-07-2013
SO62005,125,1043,2320,1,2320,12-07-2013,19-07-2013,24-07-2013
SO62005,174,1043,22,1,22,12-07-2013,19-07-2013,24-07-2013
SO62005,247,1043,55,1,55,12-07-2013,19-07-2013,24-07-2013
SO62006,160,13202,2384,1,2384,12-07-2013,19-07-2013,24-07-2013
SO62006,245,13202,35,1,35,12-07-2013,19-07-2013,24-07-2013
SO62006,166,13202,9,1,9,12-07-2013,19-07-2013,24-07-2013
SO62007,135,12434,1701,1,1701,12-07-2013,19-07-2013,24-07-2013
SO62008,131,13506,1120,1,1120,12-07-2013,19-07-2013,24-07-2013
SO62009,124,2648,2320,1,2320,12-07-2013,19-07-2013,24-07-2013
SO62009,284,2648,35,1,35,12-07-2013,19-07-2013,24-07-2013
SO62009,289,2648,5,1,5,12-07-2013,19-07-2013,24-07-2013
SO62010,122,2650,2295,1,2295,12-07-2013,19-07-2013,24-07-2013
SO62010,289,2650,5,1,5,12-07-2013,19-07-2013,24-07-2013
SO62010,284,2650,35,1,35,12-07-2013,19-07-2013,24-07-2013
SO62010,246,2650,35,1,35,12-07-2013,19-07-2013,24-07-2013
SO62011,156,12820,1215,1,1215,12-07-2013,19-07-2013,24-07-2013
SO62011,279,12820,9,1,9,12-07-2013,19-07-2013,24-07-2013
SO62012,158,14944,2384,1,2384,12-07-2013,19-07-2013,24-07-2013
SO62012,295,14944,5,1,5,12-07-2013,19-07-2013,24-07-2013
SO62012,105,14944,9,1,9,12-07-2013,19-07-2013,24-07-2013
SO62012,244,14944,35,1,35,12-07-2013,19-07-2013,24-07-2013
SO62013,162,11235,2384,1,2384,12-07-2013,19-07-2013,24-07-2013
SO62013,105,11235,9,1,9,12-07-2013,19-07-2013,24-07-2013
SO62013,295,11235,5,1,5,12-07-2013,19-07-2013,24-07-2013
SO62014,163,14980,2384,1,2384,12-07-2013,19-07-2013,24-07-2013
SO62015,132,9438,1120,1,1120,12-07-2013,19-07-2013,24-07-2013
SO62015,246,9438,35,1,35,12-07-2013,19-07-2013,24-07-2013
SO62016,130,9146,1120,1,1120,12-07-2013,19-07-2013,24-07-2013
SO62016,290,9146,4,1,4,12-07-2013,19-07-2013,24-07-2013
SO62016,286,9146,25,1,25,12-07-2013,19-07-2013,24-07-2013
SO62016,245,9146,35,1,35,12-07-2013,19-07-2013,24-07-2013
SO62017,129,1808,540,1,540,12-07-2013,19-07-2013,24-07-2013
SO62018,160,907,2384,1,2384,12-07-2013,19-07-2013,24-07-2013
SO62019,157,3225,1215,1,1215,12-07-2013,19-07-2013,24-07-2013
SO62019,244,3225,35,1,35,12-07-2013,19-07-2013,24-07-2013
SO62020,161,768,2384,1,2384,12-07-2013,19-07-2013,24-07-2013
SO62020,246,768,35,1,35,12-07-2013,19-07-2013,24-07-2013
SO62020,235,768,24,1,24,12-07-2013,19-07-2013,24-07-2013
SO62021,126,12101,540,1,540,12-07-2013,19-07-2013,24-07-2013
SO62021,285,12101,21,1,21,12-07-2013,19-07-2013,24-07-2013
SO62021,259,12101,2,1,2,12-07-2013,19-07-2013,24-07-2013
SO62022,168,508,8,1,8,13-07-2013,20-07-2013,25-07-2013
SO62023,282,371,25,1,25,13-07-2013,20-07-2013,25-07-2013
SO62023,289,371,5,1,5,13-07-2013,20-07-2013,25-07-2013
SO62024,174,11178,22,1,22,13-07-2013,20-07-2013,25-07-2013
SO62024,259,11178,2,1,2,13-07-2013,20-07-2013,25-07-2013
SO62025,277,7728,54,1,54,13-07-2013,20-07-2013,25-07-2013
SO62026,278,6062,54,1,54,13-07-2013,20-07-2013,25-07-2013
SO62027,246,4147,35,1,35,13-07-2013,20-07-2013,25-07-2013
SO62028,249,3666,50,1,50,13-07-2013,20-07-2013,25-07-2013
SO62029,166,6328,9,1,9,13-07-2013,20-07-2013,25-07-2013
SO62030,277,3517,54,1,54,13-07-2013,20-07-2013,25-07-2013
SO62031,105,8627,9,1,9,13-07-2013,20-07-2013,25-07-2013
SO62031,295,8627,5,1,5,13-07-2013,20-07-2013,25-07-2013
SO62032,138,10680,1701,1,1701,13-07-2013,20-07-2013,25-07-2013
SO62033,123,4625,2320,1,2320,13-07-2013,20-07-2013,25-07-2013
SO62033,246,4625,35,1,35,13-07-2013,20-07-2013,25-07-2013
SO62034,122,4086,2295,1,2295,13-07-2013,20-07-2013,25-07-2013
SO62034,174,4086,22,1,22,13-07-2013,20-07-2013,25-07-2013
SO62034,250,4086,50,1,50,13-07-2013,20-07-2013,25-07-2013
SO62035,121,3429,2295,1,2295,13-07-2013,20-07-2013,25-07-2013
SO62035,246,3429,35,1,35,13-07-2013,20-07-2013,25-07-2013
SO62036,286,143,25,1,25,13-07-2013,20-07-2013,25-07-2013
SO62036,290,143,4,1,4,13-07-2013,20-07-2013,25-07-2013
SO62036,245,143,35,1,35,13-07-2013,20-07-2013,25-07-2013
SO62037,291,17188,5,1,5,13-07-2013,20-07-2013,25-07-2013
SO62037,246,17188,35,1,35,13-07-2013,20-07-2013,25-07-2013
SO62038,282,15517,25,1,25,13-07-2013,20-07-2013,25-07-2013
SO62038,289,15517,5,1,5,13-07-2013,20-07-2013,25-07-2013
SO62038,259,15517,2,1,2,13-07-2013,20-07-2013,25-07-2013
SO62039,287,13513,33,1,33,13-07-2013,20-07-2013,25-07-2013
SO62040,289,1197,5,1,5,13-07-2013,20-07-2013,25-07-2013
SO62040,283,1197,30,1,30,13-07-2013,20-07-2013,25-07-2013
SO62040,244,1197,35,1,35,13-07-2013,20-07-2013,25-07-2013
SO62041,282,6372,25,1,25,13-07-2013,20-07-2013,25-07-2013
SO62041,289,6372,5,1,5,13-07-2013,20-07-2013,25-07-2013
SO62041,246,6372,35,1,35,13-07-2013,20-07-2013,25-07-2013
SO62042,287,13625,33,1,33,13-07-2013,20-07-2013,25-07-2013
SO62042,290,13625,4,1,4,13-07-2013,20-07-2013,25-07-2013
SO62042,259,13625,2,1,2,13-07-2013,20-07-2013,25-07-2013
SO62043,283,12694,30,1,30,13-07-2013,20-07-2013,25-07-2013
SO62043,295,12694,5,1,5,13-07-2013,20-07-2013,25-07-2013
SO62043,245,12694,35,1,35,13-07-2013,20-07-2013,25-07-2013
SO62043,251,12694,50,1,50,13-07-2013,20-07-2013,25-07-2013
SO62044,104,3371,10,1,10,13-07-2013,20-07-2013,25-07-2013
SO62044,295,3371,5,1,5,13-07-2013,20-07-2013,25-07-2013
SO62045,104,3092,10,1,10,13-07-2013,20-07-2013,25-07-2013
SO62045,295,3092,5,1,5,13-07-2013,20-07-2013,25-07-2013
SO62045,248,3092,50,1,50,13-07-2013,20-07-2013,25-07-2013
SO62046,273,8716,70,1,70,13-07-2013,20-07-2013,25-07-2013
SO62046,277,8716,54,1,54,13-07-2013,20-07-2013,25-07-2013
SO62047,273,5911,70,1,70,13-07-2013,20-07-2013,25-07-2013
